lead_id,created_at,channel,agency_size,lead_score,setter_id,closer_id
L-12262,2025-04-14 00:00:00,Cold Outreach,6-15 agents,8,Setter B,Closer D
L-12263,2025-06-26 00:00:00,Cold Outreach,Solo,6,Setter B,Closer B
L-12264,2025-05-03 00:00:00,Referral,Solo,10,Setter A,Closer A
L-12265,2025-06-19 00:00:00,Google Search,2-5 agents,6,Setter C,Closer C
L-12266,2025-04-30 00:00:00,LinkedIn,6-15 agents,10,Setter C,Closer D
L-12267,2025-06-21 00:00:00,Meta,6-15 agents,5,Setter B,Closer C
L-12268,2025-05-14 00:00:00,LinkedIn,Solo,8,Setter A,Closer D
L-12269,2025-05-20 00:00:00,Referral,2-5 agents,8,Setter B,Closer B
L-12270,2025-06-18 00:00:00,LinkedIn,6-15 agents,10,Setter C,Closer A
L-12271,2025-06-16 00:00:00,Meta,16+ agents,5,Setter A,Closer D
L-12272,2025-05-24 00:00:00,Google Search,Solo,5,Setter B,Closer C
L-12273,2025-05-12 00:00:00,Google Search,16+ agents,7,Setter A,Closer A
L-12274,2025-04-14 00:00:00,Cold Outreach,6-15 agents,3,Setter B,Closer C
L-12275,2025-01-31 00:00:00,Meta,Solo,3,Setter B,Closer C
L-12276,2025-03-07 00:00:00,LinkedIn,2-5 agents,8,Setter A,Closer A
L-12277,2025-06-11 00:00:00,Cold Outreach,2-5 agents,3,Setter C,Closer C
L-12278,2025-02-24 00:00:00,Google Search,16+ agents,3,Setter C,Closer C
L-12279,2025-06-23 00:00:00,Meta,2-5 agents,5,Setter B,Closer A
L-12280,2025-06-08 00:00:00,Meta,6-15 agents,7,Setter A,Closer C
L-12281,2025-04-12 00:00:00,Google Search,16+ agents,6,Setter A,Closer D
L-12282,2025-04-25 00:00:00,Google Search,16+ agents,6,Setter B,Closer A
L-12283,2025-04-17 00:00:00,Meta,Solo,5,Setter C,Closer C
L-12284,2025-05-03 00:00:00,TikTok,2-5 agents,4,Setter A,Closer A
L-12285,2025-06-10 00:00:00,Meta,16+ agents,4,Setter C,Closer D
L-12286,2025-04-26 00:00:00,Google Search,16+ agents,4,Setter C,Closer A
L-12287,2025-03-14 00:00:00,Referral,6-15 agents,8,Setter C,Closer D
L-12288,2025-02-01 00:00:00,Referral,16+ agents,8,Setter B,Closer A
L-12289,2025-03-28 00:00:00,TikTok,2-5 agents,1,Setter C,Closer A
L-12290,2025-05-18 00:00:00,Google Search,2-5 agents,5,Setter B,Closer A
L-12291,2025-06-28 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-12292,2025-03-15 00:00:00,Referral,16+ agents,10,Setter C,Closer D
L-12293,2025-05-09 00:00:00,Meta,2-5 agents,8,Setter A,Closer C
L-12294,2025-05-18 00:00:00,Referral,Solo,9,Setter C,Closer D
L-12295,2025-06-03 00:00:00,Meta,6-15 agents,4,Setter C,Closer C
L-12296,2025-06-25 00:00:00,Google Search,16+ agents,4,Setter A,Closer B
L-12297,2025-06-08 00:00:00,TikTok,2-5 agents,5,Setter B,Closer A
L-12298,2025-05-06 00:00:00,Meta,16+ agents,6,Setter C,Closer A
L-12299,2025-06-04 00:00:00,Referral,6-15 agents,8,Setter B,Closer A
L-12300,2025-04-07 00:00:00,Meta,2-5 agents,4,Setter C,Closer A
L-12301,2025-05-07 00:00:00,Google Search,16+ agents,4,Setter C,Closer C
L-12302,2025-06-22 00:00:00,Meta,16+ agents,5,Setter C,Closer D
L-12303,2025-03-26 00:00:00,Meta,6-15 agents,4,Setter B,Closer A
L-12304,2025-03-06 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer C
L-12305,2025-06-08 00:00:00,Meta,16+ agents,4,Setter B,Closer B
L-12306,2025-04-17 00:00:00,Meta,6-15 agents,5,Setter A,Closer A
L-12307,2025-06-18 00:00:00,Google Search,6-15 agents,5,Setter C,Closer C
L-12308,2025-06-06 00:00:00,TikTok,16+ agents,5,Setter C,Closer D
L-12309,2025-06-20 00:00:00,TikTok,Solo,5,Setter B,Closer B
L-12310,2025-01-18 00:00:00,Cold Outreach,Solo,6,Setter A,Closer A
L-12311,2025-04-26 00:00:00,Google Search,6-15 agents,6,Setter B,Closer A
L-12312,2025-05-17 00:00:00,Meta,2-5 agents,8,Setter A,Closer D
L-12313,2025-05-18 00:00:00,Google Search,2-5 agents,4,Setter C,Closer A
L-12314,2025-02-09 00:00:00,Google Search,6-15 agents,3,Setter B,Closer A
L-12315,2025-05-05 00:00:00,Referral,6-15 agents,10,Setter C,Closer A
L-12316,2025-06-22 00:00:00,Meta,16+ agents,4,Setter A,Closer A
L-12317,2025-06-18 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer B
L-12318,2025-04-19 00:00:00,Meta,2-5 agents,5,Setter C,Closer C
L-12319,2025-05-12 00:00:00,Google Search,Solo,7,Setter A,Closer B
L-12320,2025-05-16 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer C
L-12321,2025-06-08 00:00:00,Meta,16+ agents,5,Setter C,Closer C
L-12322,2025-05-14 00:00:00,Google Search,2-5 agents,8,Setter B,Closer A
L-12323,2025-06-26 00:00:00,Meta,2-5 agents,6,Setter B,Closer B
L-12324,2025-03-11 00:00:00,Meta,Solo,8,Setter A,Closer A
L-12325,2025-05-31 00:00:00,TikTok,Solo,2,Setter A,Closer A
L-12326,2025-02-20 00:00:00,Google Search,2-5 agents,3,Setter C,Closer B
L-12327,2025-02-09 00:00:00,TikTok,16+ agents,1,Setter C,Closer C
L-12328,2025-05-22 00:00:00,Google Search,2-5 agents,7,Setter A,Closer A
L-12329,2025-06-07 00:00:00,Meta,16+ agents,8,Setter C,Closer C
L-12330,2025-03-23 00:00:00,TikTok,16+ agents,3,Setter A,Closer B
L-12331,2025-05-17 00:00:00,Cold Outreach,6-15 agents,4,Setter A,Closer C
L-12332,2025-03-08 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-12333,2025-05-29 00:00:00,LinkedIn,2-5 agents,7,Setter A,Closer A
L-12334,2025-04-07 00:00:00,Google Search,Solo,4,Setter C,Closer C
L-12335,2025-03-22 00:00:00,TikTok,Solo,5,Setter A,Closer A
L-12336,2025-05-09 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer A
L-12337,2025-03-20 00:00:00,Meta,2-5 agents,4,Setter C,Closer B
L-12338,2025-06-02 00:00:00,Google Search,6-15 agents,7,Setter C,Closer A
L-12339,2025-04-30 00:00:00,Google Search,6-15 agents,4,Setter B,Closer A
L-12340,2025-04-06 00:00:00,Meta,Solo,7,Setter B,Closer A
L-12341,2025-04-13 00:00:00,Meta,Solo,4,Setter A,Closer D
L-12342,2025-05-05 00:00:00,Referral,2-5 agents,10,Setter A,Closer D
L-12343,2025-06-25 00:00:00,LinkedIn,6-15 agents,10,Setter C,Closer D
L-12344,2025-04-29 00:00:00,Meta,Solo,4,Setter A,Closer C
L-12345,2025-06-03 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer D
L-12346,2025-04-06 00:00:00,Google Search,Solo,3,Setter A,Closer B
L-12347,2025-04-23 00:00:00,Cold Outreach,6-15 agents,8,Setter C,Closer C
L-12348,2025-05-27 00:00:00,Google Search,6-15 agents,8,Setter B,Closer D
L-12349,2025-06-19 00:00:00,LinkedIn,16+ agents,8,Setter A,Closer D
L-12350,2025-05-08 00:00:00,TikTok,16+ agents,4,Setter C,Closer B
L-12351,2025-05-12 00:00:00,TikTok,2-5 agents,1,Setter C,Closer C
L-12352,2025-05-09 00:00:00,Google Search,2-5 agents,6,Setter C,Closer C
L-12353,2025-04-21 00:00:00,Google Search,6-15 agents,7,Setter C,Closer A
L-12354,2025-01-28 00:00:00,TikTok,16+ agents,3,Setter A,Closer A
L-12355,2025-02-14 00:00:00,Cold Outreach,16+ agents,5,Setter A,Closer D
L-12356,2025-05-26 00:00:00,Google Search,2-5 agents,5,Setter B,Closer B
L-12357,2025-01-30 00:00:00,Google Search,6-15 agents,8,Setter C,Closer A
L-12358,2025-05-06 00:00:00,TikTok,6-15 agents,4,Setter C,Closer A
L-12359,2025-04-26 00:00:00,Cold Outreach,2-5 agents,5,Setter A,Closer D
L-12360,2025-06-27 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer C
L-12361,2025-06-12 00:00:00,Meta,16+ agents,6,Setter A,Closer D
L-12362,2025-06-06 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer B
L-12363,2025-04-27 00:00:00,Meta,6-15 agents,5,Setter B,Closer D
L-12364,2025-05-03 00:00:00,Meta,2-5 agents,8,Setter C,Closer C
L-12365,2025-05-16 00:00:00,Google Search,2-5 agents,7,Setter C,Closer A
L-12366,2025-04-25 00:00:00,Google Search,Solo,3,Setter C,Closer B
L-12367,2025-04-21 00:00:00,LinkedIn,6-15 agents,10,Setter B,Closer D
L-12368,2025-06-10 00:00:00,Google Search,Solo,4,Setter B,Closer B
L-12369,2025-04-13 00:00:00,Google Search,Solo,8,Setter A,Closer A
L-12370,2025-05-25 00:00:00,Google Search,Solo,3,Setter A,Closer B
L-12371,2025-05-06 00:00:00,Cold Outreach,2-5 agents,3,Setter B,Closer A
L-12372,2025-02-01 00:00:00,LinkedIn,16+ agents,10,Setter A,Closer B
L-12373,2025-06-24 00:00:00,Cold Outreach,16+ agents,6,Setter C,Closer C
L-12374,2025-03-27 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer A
L-12375,2025-02-20 00:00:00,Cold Outreach,Solo,4,Setter A,Closer C
L-12376,2025-01-31 00:00:00,Cold Outreach,16+ agents,7,Setter C,Closer D
L-12377,2025-01-29 00:00:00,Google Search,16+ agents,3,Setter A,Closer A
L-12378,2025-05-08 00:00:00,Cold Outreach,Solo,6,Setter A,Closer C
L-12379,2025-02-20 00:00:00,Google Search,Solo,8,Setter A,Closer A
L-12380,2025-06-08 00:00:00,TikTok,2-5 agents,3,Setter B,Closer B
L-12381,2025-03-15 00:00:00,TikTok,6-15 agents,4,Setter C,Closer C
L-12382,2025-06-03 00:00:00,Cold Outreach,16+ agents,8,Setter C,Closer B
L-12383,2025-04-22 00:00:00,LinkedIn,6-15 agents,10,Setter A,Closer D
L-12384,2025-06-02 00:00:00,Meta,6-15 agents,3,Setter A,Closer A
L-12385,2025-04-28 00:00:00,Meta,16+ agents,5,Setter A,Closer C
L-12386,2025-05-12 00:00:00,LinkedIn,16+ agents,10,Setter A,Closer A
L-12387,2025-03-24 00:00:00,Meta,16+ agents,6,Setter B,Closer B
L-12388,2025-04-27 00:00:00,TikTok,Solo,3,Setter B,Closer C
L-12389,2025-03-14 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer D
L-12390,2025-06-05 00:00:00,TikTok,2-5 agents,5,Setter C,Closer B
L-12391,2025-02-14 00:00:00,Meta,2-5 agents,7,Setter B,Closer A
L-12392,2025-05-02 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer B
L-12393,2025-05-16 00:00:00,Google Search,16+ agents,7,Setter B,Closer B
L-12394,2025-05-27 00:00:00,Meta,16+ agents,7,Setter A,Closer B
L-12395,2025-04-20 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer C
L-12396,2025-06-03 00:00:00,Meta,16+ agents,7,Setter B,Closer B
L-12397,2025-06-18 00:00:00,TikTok,Solo,3,Setter A,Closer D
L-12398,2025-04-04 00:00:00,Meta,Solo,6,Setter B,Closer D
L-12399,2025-04-29 00:00:00,Cold Outreach,6-15 agents,5,Setter B,Closer C
L-12400,2025-05-27 00:00:00,TikTok,6-15 agents,3,Setter B,Closer D
L-12401,2025-05-30 00:00:00,Meta,2-5 agents,5,Setter B,Closer D
L-12402,2025-05-07 00:00:00,Google Search,16+ agents,6,Setter B,Closer A
L-12403,2025-06-26 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer A
L-12404,2025-06-02 00:00:00,Meta,2-5 agents,8,Setter C,Closer B
L-12405,2025-02-28 00:00:00,Google Search,Solo,3,Setter A,Closer C
L-12406,2025-02-09 00:00:00,Google Search,Solo,7,Setter B,Closer D
L-12407,2025-05-06 00:00:00,LinkedIn,16+ agents,8,Setter B,Closer D
L-12408,2025-05-07 00:00:00,TikTok,2-5 agents,4,Setter C,Closer B
L-12409,2025-05-01 00:00:00,Meta,16+ agents,8,Setter A,Closer C
L-12410,2025-04-07 00:00:00,TikTok,6-15 agents,5,Setter A,Closer B
L-12411,2025-03-10 00:00:00,Cold Outreach,2-5 agents,4,Setter B,Closer C
L-12412,2025-05-18 00:00:00,TikTok,Solo,1,Setter A,Closer B
L-12413,2025-06-29 00:00:00,Referral,6-15 agents,9,Setter B,Closer C
L-12414,2025-06-10 00:00:00,TikTok,Solo,2,Setter B,Closer B
L-12415,2025-05-20 00:00:00,Google Search,Solo,8,Setter A,Closer B
L-12416,2025-06-21 00:00:00,TikTok,6-15 agents,2,Setter B,Closer B
L-12417,2025-06-14 00:00:00,LinkedIn,2-5 agents,8,Setter B,Closer B
L-12418,2025-05-01 00:00:00,Cold Outreach,Solo,3,Setter C,Closer B
L-12419,2025-04-28 00:00:00,Meta,16+ agents,3,Setter B,Closer C
L-12420,2025-06-25 00:00:00,Google Search,6-15 agents,4,Setter B,Closer B
L-12421,2025-05-11 00:00:00,LinkedIn,16+ agents,10,Setter A,Closer C
L-12422,2025-01-11 00:00:00,Google Search,2-5 agents,6,Setter B,Closer B
L-12423,2025-04-28 00:00:00,Meta,Solo,3,Setter A,Closer A
L-12424,2025-02-07 00:00:00,Google Search,16+ agents,4,Setter C,Closer A
L-12425,2025-04-10 00:00:00,Google Search,16+ agents,7,Setter A,Closer A
L-12426,2025-04-24 00:00:00,Meta,Solo,7,Setter A,Closer A
L-12427,2025-04-28 00:00:00,LinkedIn,Solo,9,Setter A,Closer A
L-12428,2025-04-14 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-12429,2025-01-31 00:00:00,TikTok,6-15 agents,2,Setter A,Closer C
L-12430,2025-03-28 00:00:00,Meta,2-5 agents,6,Setter C,Closer A
L-12431,2025-05-07 00:00:00,Google Search,2-5 agents,8,Setter A,Closer A
L-12432,2025-05-31 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer A
L-12433,2025-01-27 00:00:00,Google Search,6-15 agents,6,Setter A,Closer C
L-12434,2025-06-23 00:00:00,TikTok,2-5 agents,4,Setter B,Closer D
L-12435,2025-06-13 00:00:00,Meta,2-5 agents,8,Setter A,Closer C
L-12436,2025-04-05 00:00:00,Google Search,6-15 agents,5,Setter C,Closer A
L-12437,2025-05-10 00:00:00,LinkedIn,6-15 agents,7,Setter C,Closer B
L-12438,2025-06-19 00:00:00,Google Search,2-5 agents,4,Setter B,Closer A
L-12439,2025-06-10 00:00:00,Meta,16+ agents,4,Setter C,Closer A
L-12440,2025-06-13 00:00:00,Meta,6-15 agents,8,Setter A,Closer D
L-12441,2025-05-22 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer D
L-12442,2025-06-27 00:00:00,Meta,6-15 agents,8,Setter A,Closer C
L-12443,2025-05-21 00:00:00,Meta,16+ agents,8,Setter B,Closer D
L-12444,2025-03-12 00:00:00,TikTok,2-5 agents,3,Setter B,Closer D
L-12445,2025-06-22 00:00:00,LinkedIn,16+ agents,8,Setter B,Closer D
L-12446,2025-06-04 00:00:00,Meta,2-5 agents,4,Setter A,Closer C
L-12447,2025-02-26 00:00:00,Meta,16+ agents,5,Setter C,Closer C
L-12448,2025-04-11 00:00:00,Cold Outreach,2-5 agents,7,Setter A,Closer A
L-12449,2025-06-25 00:00:00,Google Search,6-15 agents,7,Setter A,Closer D
L-12450,2025-06-14 00:00:00,Meta,Solo,6,Setter B,Closer B
L-12451,2025-04-15 00:00:00,Referral,2-5 agents,10,Setter C,Closer D
L-12452,2025-05-06 00:00:00,Google Search,Solo,3,Setter C,Closer C
L-12453,2025-05-31 00:00:00,Meta,16+ agents,5,Setter C,Closer C
L-12454,2025-03-26 00:00:00,Google Search,6-15 agents,3,Setter B,Closer D
L-12455,2025-05-20 00:00:00,Google Search,Solo,3,Setter B,Closer C
L-12456,2025-05-18 00:00:00,TikTok,Solo,5,Setter C,Closer D
L-12457,2025-06-09 00:00:00,Google Search,Solo,7,Setter C,Closer D
L-12458,2025-02-20 00:00:00,Meta,Solo,7,Setter C,Closer B
L-12459,2025-04-28 00:00:00,Meta,Solo,3,Setter B,Closer C
L-12460,2025-06-02 00:00:00,TikTok,Solo,3,Setter C,Closer C
L-12461,2025-04-26 00:00:00,Google Search,Solo,6,Setter B,Closer B
L-12462,2025-06-02 00:00:00,Google Search,Solo,8,Setter C,Closer B
L-12463,2025-05-31 00:00:00,TikTok,6-15 agents,3,Setter A,Closer B
L-12464,2025-05-16 00:00:00,LinkedIn,6-15 agents,10,Setter B,Closer B
L-12465,2025-04-22 00:00:00,Referral,16+ agents,10,Setter B,Closer B
L-12466,2025-04-02 00:00:00,Cold Outreach,16+ agents,5,Setter B,Closer A
L-12467,2025-06-04 00:00:00,Cold Outreach,2-5 agents,4,Setter B,Closer D
L-12468,2025-06-24 00:00:00,Google Search,16+ agents,5,Setter B,Closer C
L-12469,2025-06-22 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer B
L-12470,2025-06-29 00:00:00,Cold Outreach,Solo,5,Setter C,Closer B
L-12471,2025-05-20 00:00:00,Meta,2-5 agents,7,Setter A,Closer C
L-12472,2025-04-05 00:00:00,TikTok,16+ agents,4,Setter A,Closer A
L-12473,2025-05-29 00:00:00,Google Search,16+ agents,6,Setter C,Closer A
L-12474,2025-06-14 00:00:00,Meta,2-5 agents,4,Setter B,Closer C
L-12475,2025-04-29 00:00:00,Cold Outreach,2-5 agents,3,Setter C,Closer B
L-12476,2025-06-04 00:00:00,Cold Outreach,16+ agents,8,Setter B,Closer A
L-12477,2025-05-13 00:00:00,Referral,2-5 agents,8,Setter C,Closer C
L-12478,2025-03-25 00:00:00,Meta,6-15 agents,5,Setter A,Closer D
L-12479,2025-05-13 00:00:00,LinkedIn,Solo,9,Setter A,Closer A
L-12480,2025-02-08 00:00:00,Meta,16+ agents,6,Setter A,Closer C
L-12481,2025-05-08 00:00:00,Cold Outreach,2-5 agents,6,Setter A,Closer C
L-12482,2025-04-10 00:00:00,Meta,6-15 agents,6,Setter A,Closer D
L-12483,2025-06-25 00:00:00,Meta,2-5 agents,6,Setter B,Closer C
L-12484,2025-03-22 00:00:00,Meta,2-5 agents,5,Setter A,Closer A
L-12485,2025-06-10 00:00:00,Cold Outreach,6-15 agents,4,Setter A,Closer A
L-12486,2025-04-25 00:00:00,Google Search,2-5 agents,8,Setter C,Closer C
L-12487,2025-05-24 00:00:00,Meta,2-5 agents,8,Setter B,Closer A
L-12488,2025-04-15 00:00:00,TikTok,16+ agents,1,Setter C,Closer B
L-12489,2025-03-10 00:00:00,Meta,16+ agents,6,Setter B,Closer C
L-12490,2025-06-03 00:00:00,LinkedIn,2-5 agents,7,Setter A,Closer C
L-12491,2025-05-02 00:00:00,Google Search,Solo,3,Setter C,Closer A
L-12492,2025-04-04 00:00:00,Google Search,2-5 agents,5,Setter C,Closer C
L-12493,2025-05-16 00:00:00,Cold Outreach,2-5 agents,6,Setter C,Closer C
L-12494,2025-06-29 00:00:00,Google Search,6-15 agents,7,Setter A,Closer A
L-12495,2025-03-27 00:00:00,Meta,Solo,8,Setter A,Closer A
L-12496,2025-04-10 00:00:00,Google Search,2-5 agents,4,Setter A,Closer B
L-12497,2025-06-22 00:00:00,TikTok,16+ agents,1,Setter B,Closer A
L-12498,2025-03-02 00:00:00,TikTok,Solo,5,Setter C,Closer D
L-12499,2025-04-14 00:00:00,Google Search,2-5 agents,5,Setter B,Closer A
L-12500,2025-03-13 00:00:00,Cold Outreach,2-5 agents,6,Setter B,Closer B
L-12501,2025-05-07 00:00:00,TikTok,2-5 agents,1,Setter B,Closer D
L-12502,2025-03-08 00:00:00,Meta,16+ agents,8,Setter A,Closer B
L-12503,2025-05-31 00:00:00,Meta,Solo,3,Setter C,Closer D
L-12504,2025-06-04 00:00:00,TikTok,2-5 agents,4,Setter C,Closer B
L-12505,2025-06-20 00:00:00,Meta,Solo,6,Setter C,Closer B
L-12506,2025-03-10 00:00:00,Google Search,6-15 agents,4,Setter C,Closer C
L-12507,2025-05-19 00:00:00,TikTok,Solo,5,Setter B,Closer D
L-12508,2025-05-19 00:00:00,Cold Outreach,Solo,6,Setter A,Closer A
L-12509,2025-06-02 00:00:00,Meta,Solo,7,Setter C,Closer D
L-12510,2025-04-25 00:00:00,Google Search,6-15 agents,3,Setter B,Closer B
L-12511,2025-04-30 00:00:00,Referral,2-5 agents,10,Setter C,Closer A
L-12512,2025-04-30 00:00:00,Meta,6-15 agents,5,Setter A,Closer B
L-12513,2025-05-11 00:00:00,TikTok,6-15 agents,2,Setter B,Closer A
L-12514,2025-03-29 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-12515,2025-03-28 00:00:00,Google Search,6-15 agents,3,Setter B,Closer C
L-12516,2025-06-05 00:00:00,Google Search,Solo,4,Setter C,Closer B
L-12517,2025-05-16 00:00:00,Meta,Solo,3,Setter B,Closer D
L-12518,2025-06-18 00:00:00,Google Search,Solo,6,Setter B,Closer B
L-12519,2025-06-17 00:00:00,Meta,6-15 agents,3,Setter C,Closer D
L-12520,2025-03-22 00:00:00,Meta,Solo,5,Setter C,Closer D
L-12521,2025-06-17 00:00:00,TikTok,Solo,5,Setter A,Closer B
L-12522,2025-06-13 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer D
L-12523,2025-03-09 00:00:00,Meta,Solo,8,Setter A,Closer B
L-12524,2025-05-15 00:00:00,Google Search,Solo,8,Setter C,Closer D
L-12525,2025-05-31 00:00:00,Meta,Solo,7,Setter C,Closer D
L-12526,2025-05-21 00:00:00,Google Search,Solo,4,Setter A,Closer C
L-12527,2025-03-08 00:00:00,Meta,2-5 agents,8,Setter B,Closer A
L-12528,2025-06-17 00:00:00,Google Search,16+ agents,3,Setter B,Closer B
L-12529,2025-04-20 00:00:00,Meta,6-15 agents,8,Setter A,Closer A
L-12530,2025-03-19 00:00:00,Meta,2-5 agents,7,Setter C,Closer B
L-12531,2025-04-15 00:00:00,TikTok,16+ agents,1,Setter A,Closer D
L-12532,2025-06-01 00:00:00,Meta,Solo,8,Setter C,Closer D
L-12533,2025-05-12 00:00:00,Google Search,6-15 agents,7,Setter C,Closer B
L-12534,2025-06-29 00:00:00,Google Search,2-5 agents,5,Setter B,Closer D
L-12535,2025-06-27 00:00:00,Meta,6-15 agents,5,Setter C,Closer D
L-12536,2025-06-03 00:00:00,LinkedIn,2-5 agents,8,Setter A,Closer B
L-12537,2025-02-02 00:00:00,Meta,2-5 agents,4,Setter A,Closer B
L-12538,2025-04-22 00:00:00,Meta,2-5 agents,6,Setter A,Closer D
L-12539,2025-06-09 00:00:00,Google Search,6-15 agents,3,Setter C,Closer A
L-12540,2025-02-08 00:00:00,Meta,16+ agents,8,Setter B,Closer D
L-12541,2025-06-07 00:00:00,Meta,16+ agents,8,Setter B,Closer B
L-12542,2025-06-10 00:00:00,Cold Outreach,16+ agents,7,Setter B,Closer D
L-12543,2025-04-13 00:00:00,Meta,Solo,3,Setter C,Closer A
L-12544,2025-06-27 00:00:00,Meta,Solo,5,Setter C,Closer A
L-12545,2025-04-23 00:00:00,LinkedIn,Solo,10,Setter B,Closer C
L-12546,2025-06-01 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer C
L-12547,2025-04-10 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer B
L-12548,2025-03-01 00:00:00,Google Search,6-15 agents,8,Setter B,Closer A
L-12549,2025-04-26 00:00:00,TikTok,16+ agents,1,Setter A,Closer A
L-12550,2025-06-03 00:00:00,Google Search,6-15 agents,8,Setter A,Closer B
L-12551,2025-06-29 00:00:00,Cold Outreach,2-5 agents,4,Setter A,Closer B
L-12552,2025-04-11 00:00:00,Meta,6-15 agents,8,Setter B,Closer C
L-12553,2025-04-01 00:00:00,Cold Outreach,6-15 agents,8,Setter B,Closer D
L-12554,2025-04-09 00:00:00,Meta,2-5 agents,8,Setter C,Closer A
L-12555,2025-04-07 00:00:00,TikTok,16+ agents,4,Setter A,Closer A
L-12556,2025-04-04 00:00:00,TikTok,6-15 agents,1,Setter C,Closer B
L-12557,2025-01-29 00:00:00,Meta,Solo,4,Setter A,Closer A
L-12558,2025-06-14 00:00:00,TikTok,Solo,3,Setter C,Closer B
L-12559,2025-05-18 00:00:00,Meta,6-15 agents,5,Setter B,Closer B
L-12560,2025-03-29 00:00:00,Meta,2-5 agents,4,Setter B,Closer B
L-12561,2025-04-15 00:00:00,Google Search,16+ agents,8,Setter C,Closer C
L-12562,2025-05-04 00:00:00,Cold Outreach,Solo,8,Setter C,Closer B
L-12563,2025-03-12 00:00:00,Google Search,Solo,7,Setter A,Closer C
L-12564,2025-02-16 00:00:00,Referral,2-5 agents,9,Setter A,Closer A
L-12565,2025-04-25 00:00:00,Meta,Solo,3,Setter B,Closer A
L-12566,2025-01-31 00:00:00,Google Search,6-15 agents,8,Setter A,Closer B
L-12567,2025-02-21 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer D
L-12568,2025-06-21 00:00:00,TikTok,2-5 agents,3,Setter B,Closer D
L-12569,2025-04-16 00:00:00,TikTok,Solo,5,Setter C,Closer B
L-12570,2025-06-18 00:00:00,TikTok,6-15 agents,3,Setter A,Closer B
L-12571,2025-06-26 00:00:00,Meta,2-5 agents,8,Setter A,Closer B
L-12572,2025-05-19 00:00:00,LinkedIn,6-15 agents,7,Setter A,Closer B
L-12573,2025-05-19 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-12574,2025-04-26 00:00:00,Meta,6-15 agents,4,Setter C,Closer B
L-12575,2025-06-17 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-12576,2025-04-03 00:00:00,Google Search,6-15 agents,5,Setter A,Closer B
L-12577,2025-03-05 00:00:00,Cold Outreach,2-5 agents,6,Setter C,Closer D
L-12578,2025-05-16 00:00:00,Google Search,2-5 agents,4,Setter C,Closer C
L-12579,2025-03-23 00:00:00,LinkedIn,16+ agents,7,Setter A,Closer C
L-12580,2025-06-08 00:00:00,TikTok,16+ agents,2,Setter C,Closer D
L-12581,2025-06-18 00:00:00,Meta,16+ agents,4,Setter A,Closer A
L-12582,2025-04-14 00:00:00,TikTok,16+ agents,4,Setter B,Closer A
L-12583,2025-05-15 00:00:00,Google Search,6-15 agents,8,Setter B,Closer B
L-12584,2025-06-28 00:00:00,LinkedIn,Solo,8,Setter B,Closer A
L-12585,2025-06-15 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer A
L-12586,2025-01-24 00:00:00,LinkedIn,16+ agents,7,Setter C,Closer C
L-12587,2025-06-02 00:00:00,TikTok,6-15 agents,3,Setter C,Closer B
L-12588,2025-04-09 00:00:00,Meta,Solo,4,Setter B,Closer B
L-12589,2025-06-01 00:00:00,Meta,2-5 agents,5,Setter C,Closer D
L-12590,2025-06-10 00:00:00,LinkedIn,16+ agents,9,Setter A,Closer C
L-12591,2025-06-18 00:00:00,LinkedIn,Solo,8,Setter A,Closer D
L-12592,2025-06-11 00:00:00,LinkedIn,16+ agents,9,Setter C,Closer B
L-12593,2025-04-15 00:00:00,Google Search,6-15 agents,3,Setter B,Closer C
L-12594,2025-04-27 00:00:00,Meta,16+ agents,8,Setter A,Closer D
L-12595,2025-05-29 00:00:00,Google Search,6-15 agents,5,Setter C,Closer A
L-12596,2025-04-30 00:00:00,Google Search,2-5 agents,8,Setter C,Closer C
L-12597,2025-06-09 00:00:00,Meta,16+ agents,4,Setter C,Closer C
L-12598,2025-04-28 00:00:00,TikTok,2-5 agents,2,Setter C,Closer A
L-12599,2025-05-28 00:00:00,Google Search,Solo,7,Setter C,Closer C
